name,milk,crust,origin,senses,pairings,similarities
Stilton bleu,Vache,Persillée,"Provenance : ItalieLabel : Appellation d'Origine Protégée AOP, Denominazione di Origine Protetta - DOP% Matière Grasse/Poids Total : 29 %Lait : Lait cru de vache","['Oeil : Croûte mince, rosé, avec 4 Lobes dessinés sur le dessus et une pâte ivoire, crémeuse', 'Nez :  Odeur franche après quelques jours d’affinages', 'Gout : Saveur douce à forte, selon l’affinage, légèrement acidulée avec un arrière-goût de truffe', 'Toucher : Pâte tendre']","[<p>Le Taleggio s’accompagne d’un chianti Classico, un Montbazillac, un Condrieu, un Vin Blanc sec du Languedoc ou un Rosé de Provence.</p>]","['Maroilles fermier AOP 1/2', 'Munster fermier AOP 1/2', 'Bergues au torchon fermier', 'Herve à la Bière']"
Taleggio,Vache,Molle à croûte lavée,Provenance : Nouvelle AquitaineProducteur : Monique VALENTI% Matière Grasse/Poids Total : 25 %Lait : Lait cru de chèvreParticularité : Fermier,"['Oeil : Dôme de couleur gris-bleutée. Croûte fine.', 'Nez : Odeur caprine.', 'Gout : Douceur en bouche. Arômes délicats de noisette et de sous-bois', 'Toucher : Pâte ferme et souple']","[<p style=""text-align: justify;"">La Taupinière se déguste accompagné de vins blancs tel qu’un Puilly fumé ou un Pineau.</p>]","['Bouton de Culotte fermier', 'Selles-sur-cher AOP fermier', 'Bleu de Chèvre', 'Crottin de Chavignol AOP']"
Taupinière,Chèvre,Pâte molle à croûte naturelle,Provenance : SuisseLait : Lait cru de vache% Matière Grasse/Poids Total : 33 %Label : Appellation d'Origine Protégée AOP,"['Oeil : croûte naturelle, de couleur brune. Pâte couleur ivoire à jaune clair', 'Nez : fruité', 'Goût : Parfumé', 'Toucher : ferme avec une croûte légèrement “collante”']","[<p>La Tête de Moine se marie parfaitement à un vin blanc puissant, tel qu’un vin du Jura, ou tel qu’une Altesse du Bugey (Savoie).</p>]","['Cantal AOP Entre-Deux fermier', 'Herve à la Bière', 'Pont l’Evêque AOP entier', 'St-Nectaire Fermier AOP']"
tête de Moine,Vache,Pressée non cuite,Provenance : Auvergne_Rhône-AlpesLait : Lait cru de vache% Matière Grasse/Poids Total : 25 %,"['Oeil : croûte tourmentée, grise, sur laquelle peuvent se développer des fleurs de couleur jaune, rouge, rose ou blanche. Pâte ivoire à jaune.', 'Nez : odeur de cave légère', 'Gout : arômes fruités et variés', 'Toucher : pâte souple et fondante']","[<p style=""text-align: justify;"">Traditionnellement, la Tome des Bauges se consomme avec une tranche de pain de campagne. Mais vous romprez la monotonie en égayant le tout de noisettes, de pruneaux, de pommes reinettes, de fenouil, de tomates, d’endives.</p>, <p style=""text-align: justify;"">Il s’accompagne très bien d’un verre de vin blanc sec léger d’Alsace, comme par exemple un Pinot Blanc du Domaine du moulin de Dusenbach, ou avec un vin rouge fruité, rond, tel qu’un Bordeaux, un Bregerac ou un Chinon.</p>]","['Tomme de Yenne', 'Cantal AOP Entre-Deux fermier', 'Tomme d’Auvergne Mitée', 'Tomme Ail des Ours']"
Tome des Bauges AOP,Vache,Pressée non cuite,Provenance : Bourgogne - Franche-ComtéLait : Lait cru de chèvre% Matière Grasse/Poids Total : 26 %Producteur : Ferme de Cruzille,"['Oeil : croûte grise et pâte entre blanche et jaune, selon la durée de son affinage', 'Nez : Arôme de champignons', 'Goût : goût de chèvre prononcé, délicatement fruité, avec une saveur de noisette', 'Toucher : Structure ferme et légèrement onctueux']","[<p>Ce chèvre s’accompagne parfaitement avec un vin blanc tel qu’un Pouilly-Fuissé, un Pouilly-Loché ou un Pouilly-Vinzelles.</p>]","['Crottin de Chavignol AOP', 'Tomme du Jura', 'Pouligny-Saint-Pierre AOP fermier', 'Bleu de Gex AOP']"
Tome du Cruzille,Chèvre,Pressée non cuite,Provenance : Occitanie% Matière Grasse/Poids Total : 30 %Lait : Lait cru de vache,"['Oeil :', 'Nez :', 'Gout :', 'Toucher :']","[<p>A accompagner d’un vin blanc tendre comme un Tarani, ou un Gaillac doux, tel que du Domaine Labarthe.</p>]","['St-Nectaire Fermier AOP', 'Gouda au Cumin Fermier', 'Tomme du Jura', 'Reblochon Fermier AOP entier']"
Tome du Ségala,Vache,Pressée non cuite,Provenance : Grand EstLait : Lait pasteurisé de Vache% Matière Grasse/Poids Total : 32 %,"['Oeil : croûte marron clair avec une pâte onctueuse jaune clair.', 'Nez : Odeur de pâturage', 'Goût : Légères notes de noisette sur un fond de houblon', 'Toucher : Texture souple  et croûte granuleuse']",[<p>La Tome le Saulnois aux cônes de houblon s’accompagne d’une bière du Nord ou d’un vin blanc doux du Sud-Ouest.</p>],"['Reblochon Fermier AOP entier', 'Tomme de Brebis des Pyrénées', 'Morbier AOP 100jours', 'Saint Marcellin fermier IGP']"
Tome le Saulnois aux cones de Houblon,Vache,Pressée non cuite,Provenance : Nouvelle AquitaineLait : Lait cru de brebis,"['Oeil : Croûte épaisse, allant du marron au gris.', 'Nez : Légère saveur de noisette.', 'Goût : puissance de la Brebis.', 'Toucher : La pâte est souple et la croûte très ferme.']",[<p>La tomette de Brebis Etchegoinia se sert avec un vin blanc type Pacherinc-de-Vic-Bilh sec.</p>],"['Tomme de Yenne', 'Tomme fermière au Foin', 'Tomme de Tarentaise fermière', 'Tomme de Brebis des Pyrénées']"
Tomette de brebis Etchegoinia,Brebis,Pressée non cuite,Provenance : Auvergne_Rhône-AlpesParticularité : Affiné dans les caves de SavoieLait : Lait cru de vache% Matière Grasse/Poids Total : 25 %,"['Oeil : Couleur pâte jaune avec une grande présence de la plante ail des ours hachée', 'Nez : aromatique et très odorante', 'Gout : Légèrement salé et épicé', 'Toucher : ferme et souple']","[<p>Associez cette tomme à un vin blanc sec, comme un côtes du Jura.</p>]","['Tome des Bauges AOP', 'Tomme de Yenne', 'Tomme de Tarentaise fermière', 'Tomme d’Auvergne Mitée']"
Tomme Ail des ours,Vache,Pâte pressée non cuite,Provenance : Auvergne_Rhône-AlpesProducteur : Le Farto de Thônes% Matière Grasse/Poids Total : 30 %Lait : Lait cru de vache,"['Oeil : Croûte grise duveté', 'Nez : Arômes légèrement anisés', 'Goût : Goût délicat', 'Toucher : Texture souple']","[<p>Accompagner votre Tomme au Chniu d’un vin blanc type Entre-Deux-Mers, ou un vin rouge, type Pinot Noir.</p>]","['Gouda Fermier Vieux 12-18 Mois', 'Cheddar Extra-Mature', 'Salers AOP', 'Tomme de Yenne']"
Tomme au chniu,Vache,Pressée non cuite,Provenance : Auvergne_Rhône-AlpesLait : Lait cru de vache% Matière Grasse/Poids Total : 29 %,"['Oeil : Croûte de couleur jaune-marron', 'Nez : Odeur de foin fraîchement coupé', 'Goût : Puissance de la pâte, lié à l’affinage', 'Toucher : Texture souple, avec une croûte légèrement humide']","[<p>La Tomme au foin doit se déguster avec un vin rouge, type Valençay.</p>]","['Camembert de Normandie AOP', 'Tome des Bauges AOP', 'Saint-Félicien fermier', 'Mimolette']"
Tomme au foin,Vache,Pressée non cuite,Provenance : Auvergne_Rhône-AlpesLait : Lait cru de vache% Matière Grasse/Poids Total : 32 %,"['Oeil : croûte marron, avec une pâte onctueuse jaune clair.', 'Nez : Odeur de terre', 'Goût : Goût de Houblon et persistant en bouche.', 'Toucher : Texture souple  et croûte légèrement granuleuse']","[<p>La Tomme brossée à la bière s’accompagne d’une bière Savoyarde bien-sûr, ou un vin rouge de Savoie tel qu’un Jongieux ou un Beaujolais Rouge.</p>]","['Saint Marcellin fermier IGP', 'Tomme de Tarentaise fermière', 'Cantal AOP Entre-Deux fermier', 'Mimolette']"
Tomme brossée à la bière,Vache,Pressée non cuite,Provenance : EspagneLait : Lait pasteurisé de Vache% Matière Grasse/Poids Total : 27 %,"['Oeil : Pâte souple, aérée', 'Nez : Arômes fruités', 'Gout : Fruité et léger', 'Toucher : Pâte onctueuse']","[<p style=""text-align: justify;"">Chignin rouge</p>]","['Saint-Félicien fermier', 'Reblochon Fermier AOP entier', 'Cantal AOP Entre-Deux fermier', 'Tomme de Tarentaise fermière']"
Tomme Catalane,Vache,Pressée non cuite,Provenance : Auvergne_Rhône-AlpesProducteur : Fromagerie ChabertLait : Lait cru de vache% Matière Grasse/Poids Total : 28 %,"['Œil : Couleur grise', 'Nez : arômes de nez et d’épices', 'Gout : Franc et marqué', 'Toucher : sec']","[<p>Un vin rouge de Savoie ou de Provence, ou une bière blonde, sèche et fruitée</p>]","['St-Nectaire Fermier AOP', 'Gouda Fermier Vieux 12-18 Mois', 'Cheddar Extra-Mature', 'Tomme du Jura']"
Tomme céronnée,Vache,Pressée non cuite,Provenance : Auvergne_Rhône-AlpesLait : Lait cru de vache,"['Oeil: croûte grise-marron, granuleuse et irrégulière', 'Nez : Odeur de cave et de terre humide', 'Goût : Goût de champignon', 'Toucher : Texture contrastée avec un coeur crayeux, acide et friable, et une sous-croûte souple, crémeuse et douces']",[<p>La Tomme crayeuse s’accompagne d’un Bergeron blanc.</p>],"['Tomme du Jura', 'Morbier AOP 100jours', 'Gouda Fermier Vieux 12-18 Mois', 'Tomme de Brebis des Pyrénées']"
Tomme crayeuse fermière,Vache,Pressée non cuite,Label : Appellation d'Origine Protégée AOP% Matière Grasse/Poids Total : 50 %Poids : 200 grammesLait : Lait cru de vache,"['Oeil : Couleur pâte jaune avec quelques yeux, croûte moisie naturelle de couleur grise', 'Nez : Léger et senteur de crème', 'Gout : saveur de chèvre avec une texture fondante et moelleuse', 'Toucher : Moelleuse, crémeuse']",[<p>Cette tomme se mariera parfaitement avec un vin rouge des coteaux de la Loire type Touraine AOC</p>],"['Tomme de Yenne', 'Gouda Fermier Vieux 12-18 Mois', 'Raclette de Savoie artisanale IGP', 'Tomme fermière au Foin']"
Tomme d’Anjou,Vache,Pressée non cuite,Provenance : Auvergne_Rhône-AlpesProducteur : Fromagerie DurouxLait : Lait pasteurisé de Vache% Matière Grasse/Poids Total : 29 %,"['Œil : Croûte avec un aspect rocailleux, faisant apparaitre du céron (poussière naturelle qui se développent car le fromage n’est pas brossé).', 'Goût : Fruité, onctueux et légèrement salé.']",[<p>La Tomme d’Auvergne Mitée se savoure avec le Pouilly et la Sancerre. L’équilibre entre ces vins blancs et ce fromage offre apparemment une expérience sensationnelle en bouche. Vous ne serez donc pas déçu de miser sur ces bouteilles lors de vos apéritifs accompagnés de Tomme de Rilhac.</p>],"['Tomme fermière au Foin', 'Tomme de Tarentaise fermière', 'Tome des Bauges AOP', 'Tomme de Yenne', 'St-Nectaire Fermier AOP']"
Tomme d’Auvergne Mitée,Vache,Pressée non cuite,Provenance : Centre-Val de Loire% Matière Grasse/Poids Total : 36 %Lait : Lait cru de vache,"['Oeil : Pâte jaune-orangée', 'Nez : boisé', 'Goût : Notes délicatement beurrées', 'Toucher : légèrement sec']","[<p>La Tomme de Berry s’accompagne d’un côtes de Provence, qu’il soit Rosé, rouge ou blanc.</p>]","['Tête de Moine entière', 'Camembert de Normandie AOP', 'Salers AOP', 'Tomme de Tarentaise fermière']"
Tomme de Berry,Vache,Pressée non cuite,Provenance : Auvergne_Rhône-AlpesLait : Lait pasteurisé de BrebisProducteur : Fromagerie Duroux,"['Oeil : Croûte fine, de couleur gris marroné', 'Nez : Odeur de pâturage', 'Goût : Douce et onctueuse en bouche', 'Toucher : Texture souple']",[<p>Cette tomme de brebis se sert avec un vin blanc sec tel qu’un Chardonnay.</p>],"['Mimolette', 'Saint Marcellin fermier IGP', 'Tomme du Jura', 'Raclette de Savoie artisanale IGP']"
Tomme de Brebis Affinée Tunnel,Brebis,Pressée non cuite,Provenance : Nouvelle AquitaineLait : Lait pasteurisé de Brebis% Matière Grasse/Poids Total : 33 %,"['Œil : Croûte marron clair à marron foncé selon son affinage.', 'Nez : Odeur de paille.', 'Goût : Pâte fondante, souple et onctueux en bouche. Typé et fruité', 'Toucher : Ferme']",[<p>Côtes d’Auvergne rouge</p>],"['Tête de Moine entière', 'Gouda Fermier Vieux 12-18 Mois', 'Tome des Bauges AOP', 'Bethmale']"
Tomme de Brebis à la liqueur de noix,Brebis,Pressée non cuite,Provenance : Nouvelle AquitaineLait : Lait pasteurisé de Brebis% Matière Grasse/Poids Total : 36 %,"['Oeil : Croûte rouge intense dû au piment.', 'Nez : Odeur d’herbes sèche ou de paille.', 'Goût : Pâte fondante et homogène. Légère saveur végétale relevée par le piment. ', 'Toucher : Ferme et onctueux.']","[<p>Servez la tomme de Brebis au Piment avec un vin blanc sec tel qu’un Pacherenc-du-vic-bilh ou un vin blanc de Bourgogne, qui sont des vins blancs à caractère.</p>]","['Tomme d’Auvergne Mitée', 'Gouda au Cumin Fermier', 'Mothais sur feuille fermier', 'Cantal AOP Entre-Deux fermier']"
Tomme de Brebis au Piment,Brebis,Pressée non cuite,Provenance : ItalieLait : Lait pasteurisé de Brebis% Matière Grasse/Poids Total : 33 %,"['Oeil : Couleur très claire, entre le blanc et le jaune.', 'Nez : .', 'Goût : Saveur poivrée et délicate. ', 'Toucher : Pâte dure, de structure granuleuse.']","[<p>Cette tomme de Brebis au Poivre se déguste avec un Pinot Grigio blanc, de Vénétie, ou un bourgogne blanc. </p>]","['Etivaz AOP', 'Beaufort chalet alpage AOP', 'Gorgonzola Cremoso AOP (à la cuillière)', 'Gruyère Suisse d’Alpage AOP 12 Mois']"
Tomme de Brebis au Poivre,Brebis,Pressée cuite,,"['Oeil : Croûte orangée-marron', 'Nez : Odeur de pâturage', 'Goût : Saveur subtile', 'Toucher : souple et tendre']","[<p>Cette tomme de brebis s’accompagne d’un vin blanc sec du Sud-Ouest.</p>, <p style=""text-align: justify;""><span style=""text-decoration: underline;""><strong>Proposition de Recette : </strong></span></p>, <p>Galette de polenta à la Tomme de brebis de l’Ardèche.</p>]","['Bethmale', 'Tomme d’Auvergne Mitée', 'Tête de Moine entière', 'Tomme de Yenne']"
Tomme de Brebis de l’Ardèche,Brebis,Pressée non cuite,Provenance : Nouvelle AquitaineLait : Lait cru de brebis,"['Œil : Croûte grise', 'Goût : Arômes de paille', 'Toucher : Pâte sèche, croûte ferme']","[<p>Il est toujours conseillé d’accorder le fromage avec un vin produit dans la même région. Ici, la Tomme de brebis se marie parfaitement avec les appellations d’origine néo-aquitaines. De plus, il est intéressant de choisir selon la maturité du fromage qui va déterminer le goût.</p>, <p>Dans l’idéal, pour un fromage vieux, prenez un vin blanc et sec tels un Pessac-Léognan, un Béarn-Belloc ou un Entre-Deux-Mers. Un rouge comme un Bordeaux est conseillé dans le cas d’un fromage jeune.</p>]","['Tomme de Yenne', 'Tomme du Jura', 'Tomme Ail des Ours', 'Tomme d’Auvergne Mitée', 'Bethmale']"
Tomme de Brebis des Pyrénées,Brebis,Pressée non cuite,Provenance : Nouvelle AquitaineParticularité : FermierLait : Lait cru de brebis,"['Oeil : Croûte épaisse, allant du Jaune orangé au gris cendré.', 'Nez : L’odeur est animale.', 'Goût : Son goût va de la douceur à une dureté raffinée, selon la durée d’affinage, mais reste tendre et rond.', 'Toucher : La pâte est souple et ferme à la fois.']","[<p>Il se sert avec un vin blanc sec du Sud-Ouest, pour l’Ossau de Plaine, type Jurançon, ou vin rouge (type Madiran) pour l’Ossau d’estive.</p>]","['Gouda au Cumin Fermier', 'Bethmale', 'Tête de Moine entière', 'Cheddar Extra-Mature']"
Tomme de Brebis du Béarn,Brebis,Pressée non cuite,Provenance : Pays de la LoireProducteur : Union Laitière de la Venise VerteLait : Lait pasteurisé de Chèvre,"['Oeil :Pâte jaune et croûte orange', 'Nez : odeur légèrement caprine', 'Gout : doux en bouche avec un léger goût caprin', 'Toucher : pâte souple et aérée']",[<p>Cette tomme doit absolument s’accompagner d’un verre de Muscadet blanc.</p>],"['Munster fermier AOP 1/2', 'Buchette de Chèvre cendrée', 'Bleu de Chèvre', 'Bouton de Culotte fermier']"
Tomme de chèvre affinée au Muscadet,Chèvre,Molle à croûte lavée,Provenance : Nouvelle AquitaineLait : Lait cru de chèvre% Matière Grasse/Poids Total : 29 %,"['Oeil : Couleur jaune', 'Nez : Arôme caprins et lactés légers', 'Gout : Fondante en bouche', 'Toucher : Structure moelleuse']","[<p>Cette tomme se mariera parfaitement avec un vin rouge fruité, type Moulis Rouge, ou un côte du frontonnais.</p>]","['Pouligny-Saint-Pierre AOP fermier', 'Raclette Fumée', 'Calisson cendré de chèvre', 'Bleu de Chèvre']"
Tomme de chèvre des Pyrénées,Chèvre,Pressée non cuite,Provenance : Auvergne_Rhône-AlpesParticularité : FermierLait : Lait cru de chèvre,"['Oeil: croûte céronnée et', 'Nez : Noix et épices', 'Gout : Fort goût de lait de chèvre, fruité, légèrement noiseté', 'Toucher : Moelleuse']",[<p>La Tomme de Chèvre de Savoie s’accompagne d’un vin blanc de Savoie comme la Roussette de Savoie AOC.</p>],"['Valençay AOP fermier', 'Tome des Bauges AOP', 'Bleu de Chèvre', 'Rocamadour AOP Fermier']"
Tomme de chèvre de Savoie,Chèvre,Pressée non cuite,Provenance : Centre-Val de LoireLait : Lait pasteurisé de Chèvre% Matière Grasse/Poids Total : 32 %,"['Oeil : Couleur jaune pâle', 'Nez : Arôme caprins', 'Goût : gout intense de chèvre, fruité sur des saveurs de noisette', 'Toucher : moelleux']","[<p>Accompagnez cette tomme d’un vin blanc sec, tel qu’un Sancerre blanc.</p>]","['Bleu de Chèvre', 'Sainte-Maure de Touraine AOP', 'Calisson cendré de chèvre', 'Selles-sur-cher AOP fermier']"
Tomme de chèvre grise,Chèvre,Pressée non cuite,Provenance : Auvergne_Rhône-AlpesLait : Lait cru de vache% Matière Grasse/Poids Total : 28 %,"['Oeil : Pâte jaune pâle, percée de quelques trous. Croûte duveteuse grise et blanche', 'Nez : Nez frais et lactique', 'Goût : Goût lactique prononcé', 'Toucher : Pâte souple']",[<p>La Tomme de Montagne s’accompagne d’un vin blanc tel qu’un chignon Bergeron blanc de Savoie.</p>],"['Tomme de Tarentaise fermière', 'Tomme de Brebis des Pyrénées', 'Salers AOP', 'Tome des Bauges AOP']"
Tomme de Montagne,Vache,Pressée non cuite,Provenance : Auvergne_Rhône-AlpesProducteur : Coopérative Laitière de Yenne% Matière Grasse/Poids Total : 28 %Lait : Lait cru de vache,"['Oeil :Croûte grise ou orangée, selon l’affinage', 'Nez : Parfumé', 'Gout : fruité, doux et délicat.', 'Toucher : Moelleux.']",[<p>La Tomme de Yenne s’accompagne d’un vin rouge tel qu’un Chautagne rouge de Savoie ou un Jacquère blanc.</p>],"['Tomme Ail des Ours', 'Bethmale', 'Tomme de Tarentaise fermière', 'Reblochon Fermier AOP entier']"
Tomme de Montagne Dent du Chat,Vache,Pressée non cuite,Provenance : SuisseProducteur : Suisse% Matière Grasse/Poids Total : 33 %Lait : Lait cru de vache,"['Oeil : Jaune or', 'Nez : Beurré', 'Gout : Riche en arôme, franc et épicé', 'Toucher : Ferme']",[<p>La Tomme de Montagne du Jura Suisse se consomme sans pain et se marie très bien avec un verre de Aargau AOC Blanc de Noir Wettinger ou un Gaillac blanc.</p>],"['Neufchâtel AOP', 'Parmesan DOP', 'Bleu d’Auvergne Fermier AOP', 'Beaufort chalet alpage AOP']"
Tomme de Montagne du Jura Suisse,Vache,Pressée cuite,Provenance : BretagneProducteur : Ferme de Suscinio% Matière Grasse/Poids Total : 34 %Lait : Lait cru de vache,"['Oeil: Croûte marron et légèrement céronnée', 'Nez : odeur de paille', 'Gout : arôme beurré et amertume', 'Toucher : Texture moelleuse']",[<p>La Tome de Rhuys de la Ferme de Suscinio s’accompagne d’un vin blanc tel qu’un Jurançon sec.</p>],"['Mimolette', 'Cheddar Extra-Mature', 'Tomme d’Auvergne Mitée', 'Raclette de Savoie artisanale IGP']"
Tomme de Rhuys,Vache,Pressée non cuite,Provenance : Auvergne_Rhône-AlpesLabel : Indication Géographique Protégée (IGP)Lait : Lait cru de vache,"['Oeil: Croûte rustique', 'Nez : parfumée', 'Gout : Ferme et tendre', 'Toucher : Pâte tendre']",[<p>La Tomme de Savoie s’accompagne d’un vin rouge local type Mondeuse.</p>],"['Raclette de Savoie artisanale IGP', 'Reblochon Fermier AOP entier', 'Cantal AOP Entre-Deux fermier', 'St-Nectaire Fermier AOP']"
Tomme de Savoie,Vache,Pressée non cuite,Provenance : Auvergne_Rhône-AlpesProducteur : Fromagerie MercierLait : Lait cru de vache% Matière Grasse/Poids Total : 24 %,"['Oeil : Rustique.', 'Nez : Développe des arômes complexes de lait et d’herbages.', 'Gout : Goûteux. ', 'Toucher : Pâte pressée non cuite.']",[<p>La Tomme de Tarentaise s’accorde à merveille avec un Bordeaux Rouge. Il accompagne volontiers les repas en famille ou en amoureux.</p>],"['Tomme Ail des Ours', 'Tome des Bauges AOP', 'Tomme de Yenne', 'Tomme d’Auvergne Mitée']"
Tomme de Tarentaise fermière,Vache,Pressée non cuite,Provenance : Auvergne_Rhône-AlpesLait : Lait cru de vacheProducteur : Sté Fromagère du Livradois,"['Œil : Une croûte naturelle fine.', 'Goût : Une pâte onctueuse légèrement acidulée à l’intérieur.', 'Toucher : Pâte pressée non cuite.']","[<p>La Tomme de Tauves est habituellement utilisée dans la préparation des plats typiques de la région comme la truffade, l’aligot ou le feuilleté aux champignons. Néanmoins, cette Tomme peut aussi s’apprécier en tant que fromage de plateau ou de table. Lors de vos repas, vous pouvez l’accompagner d’une baguette croustillante et la déguster avec un verre de vin blanc sec issu de la région.</p>]","['Morbier AOP 100jours', 'Tomme du Jura', 'Tomme de Yenne', 'Bethmale', 'Raclette de Savoie artisanale IGP']"
Tomme de Tauves,Vache,Pressée non cuite,Provenance : Pays de la LoireProducteur : Union Laitière de la Venise VerteLait : Lait pasteurisé de Vache,"['Oeil :Pâte jaune et croûte orange', 'Nez : Saveur fine en bouche et très agréable au palais', 'Gout : Frotter au Muscadet donne à la tomme un goût fruité, agréable et très légèrement “alcoolisé”', 'Toucher : Texture onctueuse']",[<p>Cette tomme se marie très bien avec un vin blanc tel qu’un Muscadet Sèvre et Maine sur Lie.</p>],"['Mimolette', 'Raclette de Savoie artisanale IGP', 'Tomme de Tarentaise fermière', 'Tomme d’Auvergne Mitée']"
Tomme de vache au Muscadet,Vache,Pressée non cuite,Provenance : Nouvelle AquitaineLait : Lait cru de vacheProducteur : Les Saloirs de LouisParticularité : Fermier,"['Oeil : Couleur pâte jaune', 'Nez : Léger et senteur de crème', 'Gout : Soutenue et beurré', 'Toucher : Texture onctueuse']","[<p>Cette tomme se marie parfaitement avec un vin rouge fruité, tel qu’un Fronton de la Haute-Garonne.</p>]","['Tomme de Brebis des Pyrénées', 'Tomme de Tarentaise fermière', 'Tomme de Yenne', 'Tomme du Jura']"
Tomme de vache du Béarn,Vache,Pressée non cuite,Provenance : Auvergne_Rhône-AlpesProducteur : Coopérative Laitière de YenneLait : Lait cru de vache% Matière Grasse/Poids Total : 28 %,"['Goût : Moelleux et parfumé. Pâte ferme et douce en bouche.', 'Œil : Croûte grise.']","[<p>La Tomme de Yenne se marie parfaitement avec la plupart des vins. Toutefois, pour apprécier pleinement son goût, il est conseillé de l’accompagner avec un vin rouge de la même région, à l’image du vin de Savoie Chautagne ou d’une Mondeuse Avalanche.</p>, <p>Pour une association différente, vous pouvez également associer ce fromage avec un vin blanc sec comme le Chignin.</p>]","['Tomme d’Auvergne Mitée', 'Tomme de Tarentaise fermière', 'Tome des Bauges AOP', 'Tomme du Jura']"
Tomme de Yenne,Vache,Pressée non cuite,Provenance : Auvergne_Rhône-AlpesProducteur : La Ferme de Lorette% Matière Grasse/Poids Total : 23 %Lait : Lait cru de vache,"['Oeil : Une croûte de couleur grise', 'Nez : Forte odeur de cave', 'Gout : Un goût fruité avec une pointe de noisette', 'Toucher : Souple']","[<p style=""text-align: justify;"">La Tomme des allobroges s’accompagne d’un Vin Blanc frais et léger, tel qu’un Jacquère, vin typique de Savoie.</p>, <p style=""text-align: justify;""> </p>]","['Raclette Fumée', 'Salers AOP', 'Mimolette', 'Tomme du Jura']"
Tomme des Allobroges,Vache,Pressée non cuite,Provenance : Pays de la LoireLait : Lait pasteurisé de VacheProducteur : Union Laitière de la Venise Verte% Matière Grasse/Poids Total : 23 %,"['Goût : Arômes légers et lactiques', 'Œil : croûte marron-orangée, selon l’affinage']","[<p>La Tomme des Chouans se marie à merveille avec du vin rouge sec comme un Côtes d’Auxerre rouge AOP, un Côtes d’Auvergne Madargues ou encore un Valençay rouge.</p>]","['Tomme de Tarentaise fermière', 'Tomme Ail des Ours', 'Tome des Bauges AOP', 'Tomme d’Auvergne Mitée']"
Tomme des Chouans,Vache,Pressée non cuite,Provenance : Centre-Val de Loire% Matière Grasse/Poids Total : 31 %Lait : Lait pasteurisé de Vache,"['Oeil : Pâte ferme et claire', 'Nez : boisé', 'Goût : salé et puissant', 'Toucher : cassante et affinée']",[<p>La Tomme du Berry demi-vieille s’accompagne d’un côtes de Provence rouge ou blanc.</p>],"['Gouda au Cumin Fermier', 'Camembert de Normandie AOP', 'Saint-Félicien fermier', 'Tomme Ail des Ours']"
Tomme du Berry demi-vieille,Vache,Pressée non cuite,Provenance : Bourgogne - Franche-Comté% Matière Grasse/Poids Total : 23 %Lait : Lait cru de vache,"['Oeil : Croûte morgée, pâte jaune clair', 'Nez : Grande sensation de fraicheur', 'Goût : Nuances lactiques et de fruits', 'Toucher : Pâte ferme et onctueuse']","[<p>La Tomme du Jura se déguste avec un vin blanc sec, tel qu’un Jurançon ou un Côtes du Jura.</p>]","['Gouda Fermier Vieux 12-18 Mois', 'Raclette Fumée', 'St-Nectaire Fermier AOP', 'Saint-Félicien fermier']"
Tomme du Jura,Vache,Pressée non cuite,Provenance : Bourgogne - Franche-Comté% Matière Grasse/Poids Total : 30 %Lait : Lait cru de vache,"['Oeil : Croûte morgée, pâte jaune clair', 'Nez : Doux', 'Goût : sensation de fraicheur', 'Toucher : crémeux']","[<p>La Tomme du Jura Rième se déguste avec un vin blanc sec, tel qu’un Côtes du Jura.</p>]","['Tomme Ail des Ours', 'Raclette Fumée', 'Tomme de Yenne', 'Tomme de Tarentaise fermière']"
Tomme du Jura Rième,Vache,Pressée non cuite,Provenance : Bourgogne - Franche-Comté% Matière Grasse/Poids Total : 28 %Lait : Lait cru de vache,"['Oeil : Croûte marron-grise, pâte couleur crème', 'Nez : Doux', 'Goût : Parfumé et doux en bouche. ', 'Toucher : souple à froid et plus onctueux à chaud.']","[<p>La Tomme du Mont-Jura s’accompagne d’un vin blanc sec, tel qu’un Chardonnay, un Sauvignon ou un Côtes du Jura.</p>]","['Brie de Meaux fermier AOP', 'Tome des Bauges AOP', 'Parmesan DOP', 'Camembert de Normandie AOP']"
Tomme du Mont Jura,Vache,Pressée non cuite,Provenance : Auvergne_Rhône-AlpesProducteur : Schmidhauser% Matière Grasse/Poids Total : 28 %Lait : Lait cru de vache,"['Oeil: Croûte orangé', 'Nez : Forte odeur de vache sur un goût fruité', 'Gout : fondante en bouche', 'Toucher : Texture moelleuse et onctueuse']",[<p>La Tomme Fermière de la fromagerie Schmidhauser s’accompagne d’un vin blanc tel qu’un Chignin de Savoie.</p>],"['St-Nectaire Fermier AOP', 'Salers AOP', 'Reblochon Fermier AOP entier', 'Tomme fermière au Foin']"
Tomme fermière,Vache,Pressée non cuite,Provenance : Auvergne_Rhône-AlpesProducteur : Gédéon FromagesLait : Lait cru de vache% Matière Grasse/Poids Total : 30 %Poids : 300 grammes,"['Oeil : Croûte de couleur grise-marron', 'Nez : légère odeur de cave', 'Gout : Un goût fruité et légèrement salé', 'Toucher : Texture moelleuse']","[<p style=""text-align: justify;"">La Tomme ancestrale s’accompagne d’un Vin Blanc, tel qu’une Roussette du Bugey blanc. </p>]","['Saint-Félicien fermier', 'Cantal AOP Entre-Deux fermier', 'Tomme de Tarentaise fermière', 'Tomme de Yenne']"
